customer_id,tenure_months,contract_type,plan_type,monthly_charges,total_charges,payment_method,payment_delay_days,data_usage_gb,has_streaming_addon,num_support_tickets,last_login_days_ago,clv_estimated,churned
C-02456,9,Month-to-month,Premium,115.17,1036.53,Credit card,0,13.7,1,0,6,1412.8,0
C-02457,2,Month-to-month,Standard,66.72,133.44,Credit card,12,4.03,0,2,25,117.81,1
C-02458,28,One-year,Standard,59.36,1662.08,Bank transfer,4,5.65,1,0,6,1075.05,0
C-02459,6,Month-to-month,Basic,24.44,146.64,Bank transfer,26,0.13,0,1,48,20.56,1
C-02460,4,Month-to-month,Basic,28.07,112.28,Credit card,1,1.3,0,1,2,264.26,0
C-02461,39,Two-year,Standard,69.39,2706.21,Credit card,0,6.58,1,0,3,4405.72,0
C-02462,46,Two-year,Basic,32.16,1479.36,Electronic check,0,1.13,0,0,0,1026.99,0
C-02463,26,One-year,Premium,110.15,2863.9,Mailed check,1,32.71,1,1,7,2798.85,0
C-02464,23,One-year,Basic,29.0,667.0,Electronic check,22,1.37,0,1,2,777.12,0
C-02465,20,One-year,Basic,30.64,612.8,Credit card,1,2.56,0,0,6,738.39,0
C-02466,9,Month-to-month,Basic,28.58,257.22,Credit card,16,0.53,0,2,23,37.28,1
C-02467,3,Month-to-month,Premium,106.63,319.89,Credit card,2,38.65,1,1,3,1644.54,0
C-02468,14,Month-to-month,Standard,66.29,928.06,Credit card,1,4.2,1,0,0,700.81,0
C-02469,35,Month-to-month,Standard,57.68,2018.8,Bank transfer,4,2.21,1,1,7,1360.64,0
C-02470,12,One-year,Basic,29.62,355.44,Bank transfer,7,1.45,0,1,8,96.14,1
C-02471,12,Month-to-month,Premium,90.31,1083.72,Electronic check,3,15.99,1,0,1,2302.99,0
C-02472,39,Two-year,Basic,23.54,918.06,Electronic check,12,4.85,1,0,5,676.75,0
C-02473,32,Two-year,Premium,117.27,3752.64,Credit card,1,32.53,1,0,1,3290.71,0
C-02474,16,One-year,Standard,52.9,846.4,Credit card,0,14.5,0,0,3,922.59,0
C-02475,23,One-year,Basic,36.01,828.23,Electronic check,1,3.4,0,2,0,1235.4,0
C-02476,39,Two-year,Standard,62.88,2452.32,Credit card,2,9.66,1,0,8,2690.21,0
C-02477,9,Month-to-month,Standard,64.77,582.93,Credit card,0,9.72,0,1,0,2097.4,0
C-02478,23,One-year,Basic,38.74,891.02,Bank transfer,8,1.18,1,3,117,78.24,1
C-02479,9,Month-to-month,Premium,103.05,927.45,Credit card,0,25.94,1,0,13,2515.33,0
C-02480,15,One-year,Standard,67.45,1011.75,Credit card,1,5.83,0,1,12,2609.25,0
C-02481,18,Month-to-month,Basic,23.35,420.3,Electronic check,5,0.76,0,3,32,28.04,1
C-02482,48,Two-year,Basic,32.53,1561.44,Mailed check,8,0.7,1,0,0,1288.28,0
C-02483,36,Two-year,Standard,64.31,2315.16,Credit card,1,19.92,1,0,4,4080.12,0
C-02484,2,Month-to-month,Standard,51.79,103.58,Credit card,6,3.93,1,5,18,32.72,1
C-02485,11,Month-to-month,Standard,63.52,698.72,Electronic check,6,18.52,0,1,4,1082.34,0
C-02486,32,Two-year,Standard,64.46,2062.72,Credit card,3,18.1,0,1,15,3543.47,0
C-02487,12,Month-to-month,Standard,65.78,789.36,Bank transfer,0,8.58,1,1,20,1372.16,0
C-02488,40,Two-year,Premium,89.08,3563.2,Credit card,0,23.26,1,1,1,3922.38,0
C-02489,19,One-year,Standard,62.04,1178.76,Credit card,5,1.75,0,2,17,102.3,1
C-02490,4,Month-to-month,Premium,88.69,354.76,Electronic check,0,58.79,1,4,4,926.38,0
C-02491,10,Month-to-month,Basic,34.78,347.8,Electronic check,8,0.47,0,3,197,43.97,1
C-02492,2,Month-to-month,Basic,29.26,58.52,Credit card,3,0.66,1,3,66,96.69,1
C-02493,19,One-year,Basic,31.95,607.05,Credit card,2,2.29,0,0,13,1010.54,0
C-02494,2,Month-to-month,Standard,55.4,110.8,Credit card,0,4.04,0,2,0,792.97,0
C-02495,23,One-year,Premium,82.29,1892.67,Credit card,0,10.25,0,1,2,2875.57,0
C-02496,5,Month-to-month,Basic,23.56,117.8,Mailed check,24,1.07,1,3,38,38.47,1
C-02497,21,One-year,Basic,21.55,452.55,Electronic check,16,1.6,0,0,8,458.09,0
C-02498,56,Two-year,Premium,102.81,5757.36,Bank transfer,3,23.46,1,1,6,4335.52,0
C-02499,38,Two-year,Basic,36.97,1404.86,Electronic check,10,3.43,0,0,5,1251.44,0
C-02500,12,Month-to-month,Standard,45.52,546.24,Electronic check,6,10.33,0,1,30,1254.92,0
C-02501,41,Two-year,Standard,46.66,1913.06,Electronic check,14,14.23,0,0,2,2532.43,0
C-02502,25,One-year,Premium,95.59,2389.75,Credit card,2,30.65,1,0,4,3341.77,0
C-02503,6,One-year,Basic,34.75,208.5,Credit card,6,1.72,1,0,23,892.59,0
C-02504,37,Two-year,Basic,23.15,856.55,Electronic check,0,1.22,0,0,7,1097.4,0
C-02505,4,Month-to-month,Standard,51.79,207.16,Bank transfer,14,2.74,0,3,18,83.0,1
C-02506,18,Month-to-month,Premium,85.44,1537.92,Mailed check,8,25.58,1,0,1,813.05,0
C-02507,34,Two-year,Standard,54.98,1869.32,Electronic check,0,15.63,0,0,2,3134.67,0
C-02508,1,Month-to-month,Basic,24.5,24.5,Mailed check,3,0.94,0,3,49,64.57,1
C-02509,64,Two-year,Standard,53.81,3443.84,Credit card,3,7.55,0,1,3,2796.84,0
C-02510,42,Two-year,Premium,107.78,4526.76,Mailed check,7,21.87,1,4,4,5202.65,0
C-02511,12,Month-to-month,Premium,102.5,1230.0,Credit card,8,15.5,1,0,13,1300.1,0
C-02512,42,Two-year,Premium,78.65,3303.3,Mailed check,1,50.57,0,1,0,4037.26,0
C-02513,5,Month-to-month,Basic,32.75,163.75,Credit card,1,3.56,0,0,1,398.22,0
C-02514,29,One-year,Basic,29.54,856.66,Bank transfer,0,1.1,0,1,0,688.54,0
C-02515,24,One-year,Standard,68.36,1640.64,Electronic check,4,14.62,1,1,7,1522.52,0
C-02516,36,Two-year,Premium,88.02,3168.72,Bank transfer,1,9.75,1,1,21,3649.61,0
C-02517,1,Month-to-month,Basic,34.52,34.52,Bank transfer,3,1.78,0,0,45,48.3,1
C-02518,15,Month-to-month,Basic,34.62,519.3,Mailed check,0,1.42,0,4,0,774.63,0
C-02519,17,One-year,Standard,50.54,859.18,Bank transfer,0,11.2,1,2,2,1106.61,0
C-02520,25,One-year,Basic,38.06,951.5,Bank transfer,0,0.77,1,0,11,1137.84,0
C-02521,8,One-year,Basic,29.82,238.56,Credit card,3,1.11,0,0,6,1039.52,0
C-02522,5,Month-to-month,Standard,61.97,309.85,Electronic check,7,5.73,0,4,53,184.1,1
C-02523,1,Month-to-month,Standard,48.65,48.65,Bank transfer,0,5.93,1,0,1,987.48,0
C-02524,31,Month-to-month,Standard,51.45,1594.95,Bank transfer,0,5.45,1,0,3,338.42,0
C-02525,47,Two-year,Basic,31.72,1490.84,Credit card,3,4.05,1,1,0,1449.68,0
C-02526,2,Month-to-month,Standard,52.98,105.96,Bank transfer,1,5.37,1,2,70,136.23,1
C-02527,3,Month-to-month,Standard,57.49,172.47,Credit card,0,15.83,1,0,0,695.58,0
C-02528,58,Two-year,Standard,54.35,3152.3,Credit card,2,4.69,0,0,5,3330.97,0
C-02529,6,Month-to-month,Standard,61.01,366.06,Bank transfer,4,26.0,1,0,1,1576.47,0
C-02530,25,Two-year,Basic,29.74,743.5,Credit card,2,0.92,0,2,27,1577.11,0
C-02531,18,One-year,Basic,20.09,361.62,Credit card,0,1.73,1,2,0,756.2,0
C-02532,41,Two-year,Basic,32.99,1352.59,Electronic check,4,2.07,0,1,5,1982.49,0
C-02533,10,Month-to-month,Basic,28.44,284.4,Credit card,16,2.62,0,2,37,58.31,1
C-02534,2,Month-to-month,Standard,53.54,107.08,Credit card,1,15.61,1,1,1,1246.0,0
C-02535,35,One-year,Premium,79.24,2773.4,Credit card,0,19.46,1,0,12,1646.32,0
C-02536,22,Two-year,Standard,50.51,1111.22,Bank transfer,0,5.12,1,1,0,2790.92,0
C-02537,26,One-year,Standard,50.59,1315.34,Electronic check,20,16.47,1,0,3,1677.48,0
C-02538,7,Month-to-month,Basic,38.71,270.97,Electronic check,12,0.36,0,1,52,154.62,1
C-02539,29,One-year,Standard,55.81,1618.49,Credit card,2,10.28,0,0,2,1502.0,0
C-02540,29,One-year,Basic,20.84,604.36,Credit card,0,1.02,0,1,1,837.88,0
C-02541,34,One-year,Basic,22.78,774.52,Credit card,1,2.68,0,2,7,856.6,0
C-02542,15,One-year,Basic,21.58,323.7,Bank transfer,0,2.57,0,0,10,628.85,0
C-02543,43,Two-year,Standard,59.72,2567.96,Mailed check,2,4.28,1,0,3,1783.73,0
C-02544,28,One-year,Premium,83.4,2335.2,Credit card,4,41.09,1,0,2,2235.48,0
C-02545,1,Month-to-month,Basic,29.97,29.97,Credit card,0,2.66,0,0,6,519.36,0
C-02546,11,Month-to-month,Basic,27.4,301.4,Credit card,2,0.85,0,5,25,75.72,1
C-02547,1,Month-to-month,Standard,65.1,65.1,Bank transfer,4,7.19,0,0,6,1280.74,0
C-02548,20,Month-to-month,Basic,26.41,528.2,Electronic check,7,1.2,1,3,15,53.54,1
C-02549,7,Month-to-month,Premium,95.62,669.34,Bank transfer,2,25.32,0,1,17,2193.86,0
C-02550,4,Month-to-month,Standard,63.03,252.12,Mailed check,11,2.58,1,0,68,165.1,1
C-02551,1,Month-to-month,Premium,94.5,94.5,Bank transfer,10,11.01,1,3,24,262.27,1
C-02552,4,Month-to-month,Standard,64.83,259.32,Credit card,3,19.18,1,1,2,835.9,0
C-02553,49,Two-year,Standard,61.54,3015.46,Credit card,2,17.2,0,1,16,3551.29,0
C-02554,41,Two-year,Standard,55.26,2265.66,Electronic check,2,4.44,1,0,10,3371.97,0
C-02555,5,Month-to-month,Standard,57.6,288.0,Bank transfer,1,4.47,1,1,15,238.32,1
C-02556,60,Two-year,Standard,69.18,4150.8,Bank transfer,4,18.44,1,1,10,3663.93,0
C-02557,10,One-year,Basic,33.23,332.3,Electronic check,2,0.56,0,1,213,95.45,1
C-02558,6,Month-to-month,Standard,67.62,405.72,Bank transfer,3,4.76,0,4,84,160.11,1
C-02559,1,Month-to-month,Standard,49.47,49.47,Mailed check,10,6.43,1,2,53,123.98,1
C-02560,24,One-year,Premium,96.75,2322.0,Bank transfer,0,16.04,1,0,8,3747.49,0
C-02561,22,One-year,Standard,67.72,1489.84,Electronic check,1,7.18,0,1,4,1154.82,0
C-02562,19,One-year,Standard,53.07,1008.33,Credit card,0,14.16,1,0,6,1717.03,0
C-02563,16,Month-to-month,Basic,39.35,629.6,Electronic check,34,0.41,0,1,8,88.97,1
C-02564,3,Month-to-month,Standard,47.43,142.29,Mailed check,20,16.2,0,0,3,681.31,0
C-02565,21,Month-to-month,Standard,67.57,1418.97,Bank transfer,1,19.75,1,0,7,593.85,0
C-02566,1,Month-to-month,Premium,95.03,95.03,Electronic check,7,43.46,1,0,13,1446.14,0
C-02567,28,Month-to-month,Premium,78.32,2192.96,Electronic check,13,16.44,1,2,18,176.45,1
C-02568,8,Month-to-month,Basic,37.59,300.72,Credit card,8,0.31,0,3,104,68.81,1
C-02569,29,Two-year,Premium,86.34,2503.86,Bank transfer,2,26.81,1,0,1,4389.56,0
C-02570,29,Two-year,Basic,20.45,593.05,Credit card,0,2.36,0,1,1,791.18,0
C-02571,15,Month-to-month,Basic,22.72,340.8,Mailed check,13,0.45,0,4,9,48.22,1
C-02572,56,Two-year,Standard,61.48,3442.88,Electronic check,6,12.49,1,1,4,3161.65,0
C-02573,1,Month-to-month,Basic,39.56,39.56,Credit card,9,0.22,0,3,68,39.2,1
C-02574,1,Month-to-month,Standard,47.79,47.79,Credit card,2,10.21,1,0,19,467.79,0
C-02575,5,Month-to-month,Basic,29.24,146.2,Bank transfer,8,0.18,0,0,61,77.2,1
C-02576,27,One-year,Basic,23.61,637.47,Credit card,3,0.47,0,1,57,49.72,1
C-02577,48,Two-year,Standard,63.63,3054.24,Credit card,1,14.01,0,1,0,2406.23,0
C-02578,45,One-year,Standard,47.95,2157.75,Bank transfer,3,8.01,1,1,2,1279.54,0
C-02579,1,Month-to-month,Premium,85.79,85.79,Bank transfer,10,6.98,1,5,11,204.03,1
C-02580,29,One-year,Standard,49.91,1447.39,Credit card,0,7.91,1,1,4,1130.04,0
C-02581,18,Month-to-month,Standard,58.81,1058.58,Electronic check,14,6.21,0,2,32,190.26,1
C-02582,48,Two-year,Basic,37.46,1798.08,Mailed check,1,1.79,0,1,1,2008.03,0
C-02583,33,One-year,Basic,30.22,997.26,Electronic check,2,0.76,0,0,0,1107.19,0
C-02584,6,Month-to-month,Basic,21.16,126.96,Electronic check,15,0.51,0,3,15,45.23,1
C-02585,13,One-year,Standard,59.08,768.04,Credit card,1,2.46,0,0,7,2060.27,0
C-02586,35,One-year,Standard,64.94,2272.9,Credit card,5,3.77,1,0,3,3047.38,0
C-02587,9,Month-to-month,Standard,48.3,434.7,Credit card,13,2.78,0,1,17,79.6,1
C-02588,8,One-year,Standard,46.82,374.56,Electronic check,4,4.93,1,4,2,1259.49,0
C-02589,3,Month-to-month,Standard,49.7,149.1,Mailed check,7,6.51,0,1,5,1522.56,0
C-02590,34,One-year,Basic,34.92,1187.28,Electronic check,7,1.2,0,0,0,1410.91,0
C-02591,56,Two-year,Basic,31.83,1782.48,Mailed check,6,1.0,1,0,6,1473.11,0
C-02592,23,Two-year,Premium,99.33,2284.59,Bank transfer,0,53.03,1,0,0,3988.58,0
C-02593,11,One-year,Standard,51.24,563.64,Bank transfer,3,1.64,1,0,18,85.45,1
C-02594,20,One-year,Premium,89.95,1799.0,Bank transfer,2,8.04,1,0,3,4161.95,0
C-02595,14,Month-to-month,Basic,39.32,550.48,Credit card,1,0.31,0,3,18,81.48,1
C-02596,17,One-year,Premium,85.83,1459.11,Credit card,3,13.98,1,1,18,3298.56,0
C-02597,4,Month-to-month,Basic,38.03,152.12,Electronic check,13,0.62,1,5,15,83.38,1
C-02598,21,Month-to-month,Basic,31.61,663.81,Bank transfer,1,0.89,0,0,18,71.36,1
C-02599,14,Month-to-month,Premium,80.55,1127.7,Bank transfer,1,19.61,1,2,1,1737.18,0
C-02600,3,Month-to-month,Basic,29.35,88.05,Bank transfer,0,0.54,1,1,15,55.89,1
C-02601,24,One-year,Standard,68.71,1649.04,Credit card,0,11.8,0,0,0,1920.91,0
C-02602,27,Month-to-month,Basic,28.37,765.99,Bank transfer,2,0.98,0,0,27,92.65,1
C-02603,8,One-year,Standard,66.58,532.64,Bank transfer,4,4.36,0,5,19,121.63,1
C-02604,7,Month-to-month,Premium,86.54,605.78,Bank transfer,0,2.36,1,5,57,209.48,1
C-02605,15,Month-to-month,Basic,31.42,471.3,Electronic check,15,1.15,0,2,0,768.52,0
C-02606,16,One-year,Standard,66.1,1057.6,Bank transfer,8,3.47,0,0,57,162.43,1
C-02607,18,Month-to-month,Basic,38.41,691.38,Bank transfer,0,1.78,0,1,2,866.92,0
C-02608,5,Month-to-month,Standard,57.15,285.75,Mailed check,0,7.42,1,1,0,469.6,0
C-02609,14,One-year,Basic,32.79,459.06,Mailed check,2,1.23,0,0,2,1045.21,0
C-02610,1,Month-to-month,Basic,20.06,20.06,Mailed check,4,1.0,0,0,1,516.05,0
C-02611,39,Two-year,Basic,25.06,977.34,Credit card,5,5.5,1,1,16,1768.42,0
C-02612,10,Month-to-month,Basic,25.57,255.7,Credit card,3,0.63,0,3,71,75.01,1
C-02613,1,Month-to-month,Premium,79.21,79.21,Credit card,0,33.82,1,1,4,1549.23,0
C-02614,26,One-year,Basic,25.59,665.34,Credit card,2,2.02,0,0,19,888.26,0
C-02615,2,Month-to-month,Basic,26.42,52.84,Mailed check,4,0.72,0,2,62,68.24,1
C-02616,7,Month-to-month,Standard,69.22,484.54,Bank transfer,1,8.69,1,1,1,400.21,0
C-02617,2,Month-to-month,Basic,33.37,66.74,Credit card,5,0.48,0,3,9,35.94,1
C-02618,5,Month-to-month,Standard,55.65,278.25,Credit card,0,1.15,0,1,19,117.7,1
C-02619,59,Two-year,Premium,119.46,7048.14,Credit card,2,29.76,1,1,5,5641.38,0
C-02620,16,Month-to-month,Standard,48.83,781.28,Bank transfer,0,10.1,1,0,5,769.07,0
C-02621,14,One-year,Premium,96.42,1349.88,Electronic check,2,39.22,1,0,7,3192.2,0
C-02622,40,Two-year,Standard,61.18,2447.2,Mailed check,4,14.03,0,0,1,3244.98,0
C-02623,12,Month-to-month,Basic,21.11,253.32,Mailed check,12,0.57,1,2,109,16.31,1
C-02624,47,Two-year,Standard,62.92,2957.24,Credit card,2,17.81,0,0,4,2155.97,0
C-02625,6,Month-to-month,Standard,47.5,285.0,Credit card,1,14.28,0,2,3,736.79,0
C-02626,34,Two-year,Standard,48.51,1649.34,Credit card,1,13.66,1,1,1,2601.58,0
C-02627,6,Month-to-month,Premium,82.19,493.14,Bank transfer,4,32.91,1,5,57,150.87,1
C-02628,27,One-year,Standard,68.22,1841.94,Mailed check,4,30.76,1,0,17,1751.28,0
C-02629,1,Month-to-month,Premium,105.75,105.75,Bank transfer,4,34.64,1,1,1,2810.47,0
C-02630,3,Month-to-month,Standard,61.39,184.17,Electronic check,18,12.67,0,3,12,1350.69,0
C-02631,30,One-year,Standard,58.89,1766.7,Bank transfer,1,17.27,1,0,12,1684.18,0
C-02632,37,One-year,Standard,52.32,1935.84,Credit card,0,6.36,0,0,1,2325.66,0
C-02633,9,Month-to-month,Basic,32.42,291.78,Credit card,1,0.68,0,2,36,67.46,1
C-02634,14,Month-to-month,Premium,93.46,1308.44,Bank transfer,0,34.35,0,0,5,2217.98,0
C-02635,26,One-year,Standard,48.64,1264.64,Electronic check,4,1.83,1,1,37,59.85,1
C-02636,31,One-year,Basic,33.79,1047.49,Credit card,0,2.71,1,4,2,635.86,0
C-02637,53,Two-year,Basic,22.59,1197.27,Electronic check,7,2.18,0,1,6,902.26,0
C-02638,27,One-year,Standard,49.77,1343.79,Electronic check,0,5.4,0,0,1,1706.59,0
C-02639,52,Two-year,Basic,36.35,1890.2,Bank transfer,4,2.04,0,0,1,1698.35,0
C-02640,18,One-year,Basic,33.2,597.6,Electronic check,1,3.87,1,0,10,950.6,0
C-02641,12,Month-to-month,Standard,60.77,729.24,Bank transfer,1,9.48,1,0,0,1179.65,0
C-02642,20,Month-to-month,Basic,28.36,567.2,Electronic check,20,0.32,1,2,78,60.18,1
C-02643,4,One-year,Standard,54.91,219.64,Electronic check,1,10.99,0,0,9,2187.27,0
C-02644,16,One-year,Basic,33.81,540.96,Mailed check,27,2.53,0,0,2,864.15,0
C-02645,26,Month-to-month,Basic,34.8,904.8,Credit card,0,1.71,0,2,3,329.39,0
C-02646,8,Month-to-month,Standard,57.76,462.08,Bank transfer,5,5.03,1,2,108,191.11,1
C-02647,29,Two-year,Standard,69.23,2007.67,Credit card,7,4.81,1,0,12,2999.47,0
C-02648,28,One-year,Basic,39.11,1095.08,Credit card,0,1.35,0,1,9,1550.15,0
C-02649,46,Month-to-month,Basic,28.25,1299.5,Electronic check,10,1.44,0,0,5,576.83,0
C-02650,17,Month-to-month,Standard,65.52,1113.84,Mailed check,2,11.96,0,1,2,1756.98,0
C-02651,13,Month-to-month,Basic,30.87,401.31,Bank transfer,0,2.18,0,1,4,440.37,0
C-02652,2,Month-to-month,Basic,30.24,60.48,Credit card,16,0.97,0,5,43,81.55,1
C-02653,20,Month-to-month,Basic,21.1,422.0,Credit card,11,1.17,1,1,13,37.46,1
C-02654,7,Month-to-month,Premium,100.83,705.81,Bank transfer,1,29.65,1,0,0,1410.33,0
C-02655,15,One-year,Standard,67.51,1012.65,Credit card,1,7.58,1,0,0,2933.16,0
C-02656,22,Month-to-month,Standard,64.5,1419.0,Credit card,10,1.75,0,0,17,90.5,1
C-02657,37,Two-year,Standard,64.66,2392.42,Electronic check,2,5.52,0,1,3,2592.28,0
C-02658,40,Two-year,Standard,49.0,1960.0,Credit card,6,3.74,1,1,0,1804.31,0
C-02659,6,Month-to-month,Standard,53.96,323.76,Bank transfer,0,3.67,1,5,31,88.6,1
C-02660,31,One-year,Standard,50.83,1575.73,Electronic check,0,5.38,0,0,1,1589.33,0
C-02661,31,Month-to-month,Basic,26.32,815.92,Credit card,2,1.57,1,1,0,448.02,0
C-02662,32,Two-year,Standard,59.49,1903.68,Bank transfer,3,8.36,1,0,3,3086.73,0
C-02663,11,Month-to-month,Standard,54.12,595.32,Electronic check,11,6.86,0,4,10,39.83,1
C-02664,23,One-year,Standard,59.02,1357.46,Electronic check,4,15.76,0,0,3,1752.15,0
C-02665,31,One-year,Basic,28.77,891.87,Bank transfer,0,1.96,0,1,14,535.1,0
C-02666,14,Month-to-month,Basic,25.73,360.22,Credit card,0,3.79,0,0,0,395.19,0
C-02667,18,Month-to-month,Standard,47.39,853.02,Electronic check,5,1.48,0,1,12,85.76,1
C-02668,24,One-year,Standard,67.3,1615.2,Electronic check,3,27.84,1,1,0,2002.08,0
C-02669,38,One-year,Premium,75.51,2869.38,Credit card,0,34.68,1,2,2,2482.23,0
C-02670,9,Month-to-month,Basic,20.03,180.27,Credit card,1,2.12,0,1,3,208.88,0
C-02671,15,One-year,Standard,65.67,985.05,Credit card,2,5.29,1,0,2,1734.44,0
C-02672,16,Month-to-month,Standard,69.92,1118.72,Credit card,2,1.21,0,1,73,267.67,1
C-02673,30,One-year,Premium,107.72,3231.6,Bank transfer,0,33.27,1,0,8,3164.11,0
C-02674,30,Month-to-month,Standard,45.38,1361.4,Credit card,1,13.19,0,1,10,764.33,0
C-02675,60,Two-year,Standard,50.67,3040.2,Credit card,0,13.48,0,0,0,1457.23,0
C-02676,13,Month-to-month,Standard,69.3,900.9,Electronic check,0,5.83,1,2,1,1316.99,0
C-02677,10,Month-to-month,Standard,65.22,652.2,Credit card,3,5.17,1,1,3,552.64,0
C-02678,7,Month-to-month,Premium,100.51,703.57,Electronic check,46,4.29,1,2,72,50.26,1
C-02679,21,Month-to-month,Basic,24.74,519.54,Electronic check,8,2.96,0,1,34,510.61,0
C-02680,21,One-year,Basic,20.29,426.09,Credit card,0,2.02,0,1,1,679.18,0
C-02681,5,Month-to-month,Premium,75.94,379.7,Electronic check,14,51.46,1,0,8,631.52,0
C-02682,50,Two-year,Standard,60.3,3015.0,Electronic check,0,9.21,1,0,5,2047.08,0
C-02683,1,Month-to-month,Standard,45.55,45.55,Bank transfer,3,9.02,1,0,6,606.16,0
C-02684,1,Month-to-month,Standard,69.84,69.84,Credit card,0,7.23,1,2,24,248.19,1
C-02685,27,Month-to-month,Basic,23.67,639.09,Bank transfer,1,1.21,0,0,26,52.63,1
C-02686,1,Month-to-month,Standard,62.77,62.77,Mailed check,13,1.59,1,3,30,154.49,1
C-02687,16,Month-to-month,Standard,48.88,782.08,Bank transfer,0,2.08,1,1,173,145.83,1
C-02688,17,Month-to-month,Basic,30.8,523.6,Credit card,4,0.77,0,4,66,99.13,1
C-02689,12,Month-to-month,Basic,21.61,259.32,Electronic check,35,3.99,0,3,38,45.72,1
C-02690,1,Month-to-month,Premium,109.51,109.51,Bank transfer,1,7.29,0,4,41,259.04,1
C-02691,27,One-year,Basic,31.7,855.9,Bank transfer,1,1.89,0,0,3,955.26,0
C-02692,29,One-year,Premium,78.88,2287.52,Electronic check,13,33.42,0,1,30,1120.19,0
C-02693,5,Month-to-month,Basic,36.97,184.85,Bank transfer,7,1.25,0,4,17,82.49,1
C-02694,5,Month-to-month,Standard,58.68,293.4,Electronic check,2,4.41,1,0,27,91.72,1
C-02695,45,Two-year,Premium,116.47,5241.15,Electronic check,28,43.91,1,4,5,2182.4,0
C-02696,17,One-year,Standard,67.92,1154.64,Bank transfer,0,4.41,0,0,1,1614.27,0
C-02697,23,One-year,Standard,68.01,1564.23,Credit card,1,5.7,0,0,15,1771.36,0
C-02698,22,Month-to-month,Standard,46.94,1032.68,Electronic check,9,18.13,1,0,3,1102.81,0
C-02699,36,One-year,Basic,22.42,807.12,Mailed check,0,2.02,0,0,0,644.22,0
C-02700,28,One-year,Basic,39.75,1113.0,Credit card,2,1.07,0,2,0,954.8,0
C-02701,28,One-year,Premium,96.94,2714.32,Bank transfer,0,12.66,1,0,6,1882.62,0
C-02702,31,Two-year,Standard,50.96,1579.76,Credit card,0,5.55,1,0,2,2328.09,0
C-02703,10,Month-to-month,Standard,64.24,642.4,Electronic check,5,4.43,1,2,90,135.82,1
C-02704,23,Month-to-month,Basic,25.29,581.67,Electronic check,20,2.54,1,1,1,538.9,0
C-02705,11,One-year,Basic,34.54,379.94,Credit card,4,1.71,0,0,0,1261.08,0
C-02706,56,Two-year,Basic,36.75,2058.0,Mailed check,2,2.44,0,1,6,1237.35,0
C-02707,1,Month-to-month,Standard,64.61,64.61,Credit card,2,1.39,1,0,12,141.91,1
C-02708,11,Month-to-month,Standard,51.85,570.35,Electronic check,8,4.91,1,3,31,96.51,1
C-02709,3,Month-to-month,Standard,55.04,165.12,Bank transfer,3,12.9,0,4,14,98.49,1
C-02710,6,Month-to-month,Premium,93.6,561.6,Credit card,4,20.16,0,0,1,1795.93,0
C-02711,28,One-year,Basic,29.83,835.24,Credit card,6,2.56,1,0,1,1301.66,0
C-02712,26,One-year,Basic,23.35,607.1,Credit card,2,2.46,1,0,10,644.55,0
C-02713,17,Month-to-month,Basic,29.05,493.85,Electronic check,6,0.9,0,0,11,60.45,1
C-02714,5,Month-to-month,Standard,57.77,288.85,Bank transfer,3,4.12,0,1,62,69.24,1
C-02715,4,Month-to-month,Basic,30.63,122.52,Credit card,0,0.63,0,1,21,34.09,1
C-02716,2,Month-to-month,Premium,111.9,223.8,Credit card,9,3.16,1,2,22,120.11,1
C-02717,17,One-year,Basic,30.35,515.95,Credit card,1,3.89,0,0,4,522.14,0
C-02718,39,Two-year,Premium,85.39,3330.21,Electronic check,11,27.14,1,0,7,3522.96,0
C-02719,42,Two-year,Standard,61.58,2586.36,Electronic check,2,7.16,0,0,1,4040.34,0
C-02720,1,Month-to-month,Premium,110.88,110.88,Credit card,0,83.23,1,1,2,1463.06,0
C-02721,46,Two-year,Standard,52.98,2437.08,Bank transfer,0,8.42,1,2,7,2361.86,0
C-02722,29,One-year,Premium,104.04,3017.16,Credit card,6,27.87,1,0,8,1939.49,0
C-02723,7,One-year,Basic,22.94,160.58,Mailed check,21,1.07,0,1,25,41.77,1
C-02724,7,Month-to-month,Standard,53.55,374.85,Mailed check,0,8.35,1,0,12,613.54,0
C-02725,1,Month-to-month,Premium,115.92,115.92,Electronic check,15,9.75,0,2,15,199.76,1
C-02726,30,Month-to-month,Basic,38.23,1146.9,Mailed check,6,1.32,0,2,8,607.18,0
C-02727,3,Month-to-month,Basic,31.51,94.53,Electronic check,4,0.76,0,3,28,59.98,1
C-02728,1,Month-to-month,Standard,62.56,62.56,Electronic check,14,1.14,1,1,16,180.5,1
C-02729,1,Month-to-month,Premium,113.43,113.43,Bank transfer,6,2.55,1,4,37,388.67,1
C-02730,8,Month-to-month,Standard,68.96,551.68,Credit card,2,8.34,1,3,50,235.75,1
C-02731,35,One-year,Standard,57.25,2003.75,Credit card,2,4.25,1,0,7,1766.91,0
C-02732,1,Month-to-month,Basic,31.23,31.23,Credit card,9,0.34,0,3,16,66.78,1
C-02733,3,Month-to-month,Basic,28.31,84.93,Bank transfer,5,0.48,0,1,47,58.74,1
C-02734,27,Two-year,Premium,78.24,2112.48,Credit card,0,58.56,1,0,2,4357.28,0
C-02735,30,Two-year,Basic,28.46,853.8,Credit card,3,0.82,0,0,0,1169.91,0
C-02736,21,One-year,Standard,64.77,1360.17,Bank transfer,1,5.09,1,0,9,1415.83,0
